task_tag ,cluster                                                     ,created_at                       ,started_at ,completed_at                     ,failures_during_execution ,retries_before_aborting ,fault_tolerance_technology_label ,checkpoint_strategy_label ,task_completed_successfully ,time_spent_spawning_cluster ,time_spent_setting_up_task ,time_spent_checkpointing ,time_spent_restoring_cluster ,time_spent_executing_task ,total_time_spent
exp 12-4 ,aws-us-east-1c-8x-c5.2xlarge-spot-efs-10-00-17--15-02-2024  ,2024-02-15 13:06:31.994085+00:00 ,           ,2024-02-15 14:43:40.091449+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        371 ,                        13 ,                       0 ,                         292 ,                      127 ,             803
exp 12-5 ,aws-us-east-1c-8x-c5.2xlarge-spot-efs-10-00-17--15-02-2024  ,2024-02-15 13:06:31.999295+00:00 ,           ,2024-02-15 14:50:51.858102+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        371 ,                        13 ,                       0 ,                         289 ,                      126 ,             799
exp 13-1 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.723062+00:00 ,           ,2024-02-15 15:03:52.758697+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        12 ,                       0 ,                         249 ,                       80 ,             662
exp 21-4 ,aws-us-east-1c-4x-i3.2xlarge-spot-efs-20-09-50--15-02-2024  ,2024-02-15 23:15:58.535308+00:00 ,           ,2024-02-15 23:43:04.014278+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        336 ,                        13 ,                       0 ,                         296 ,                       93 ,             738
exp 13-4 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.737281+00:00 ,           ,2024-02-15 15:24:05.863032+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         372 ,                       78 ,             784
exp 13-5 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.740945+00:00 ,           ,2024-02-15 15:31:48.146302+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         369 ,                       76 ,             779
exp 14-1 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.744610+00:00 ,           ,2024-02-15 15:39:25.894911+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         368 ,                       73 ,             775
exp 14-2 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.748312+00:00 ,           ,2024-02-15 15:48:17.289549+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         435 ,                       80 ,             849
exp 14-3 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.751709+00:00 ,           ,2024-02-15 15:55:03.470782+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         311 ,                       79 ,             724
exp 14-4 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.755286+00:00 ,           ,2024-02-15 16:04:46.547686+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         487 ,                       79 ,             900
exp 14-5 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.758779+00:00 ,           ,2024-02-15 16:12:32.890765+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         370 ,                       80 ,             784
exp 15-1 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.762522+00:00 ,           ,2024-02-15 16:18:21.912799+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         250 ,                       83 ,             667
exp 15-2 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.765924+00:00 ,           ,2024-02-15 16:24:05.686349+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        12 ,                       0 ,                         251 ,                       76 ,             660
exp 13-2 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.729330+00:00 ,           ,2024-02-15 15:09:38.272841+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         250 ,                       79 ,             663
exp 13-3 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.733156+00:00 ,           ,2024-02-15 15:16:18.564657+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         311 ,                       73 ,             718
exp 15-3 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.769456+00:00 ,           ,2024-02-15 16:31:55.033004+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         370 ,                       83 ,             787
exp 15-4 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.773557+00:00 ,           ,2024-02-15 16:39:37.631431+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         363 ,                       83 ,             780
exp 15-5 ,aws-us-east-1c-4x-c6i.2xlarge-spot-efs-11-52-43--15-02-2024 ,2024-02-15 14:58:06.777229+00:00 ,           ,2024-02-15 16:47:24.624227+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        321 ,                        13 ,                       0 ,                         369 ,                       81 ,             784
exp 16-1 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.379927+00:00 ,           ,2024-02-15 17:02:22.125974+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        16 ,                       0 ,                         284 ,                      121 ,             790
exp 16-2 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.388045+00:00 ,           ,2024-02-15 17:10:19.121132+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         343 ,                      118 ,             842
exp 21-1 ,aws-us-east-1c-4x-i3.2xlarge-spot-efs-20-09-50--15-02-2024  ,2024-02-15 23:15:58.495623+00:00 ,           ,2024-02-15 23:22:44.443250+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        336 ,                        13 ,                       0 ,                         294 ,                       95 ,             738
exp 21-2 ,aws-us-east-1c-4x-i3.2xlarge-spot-efs-20-09-50--15-02-2024  ,2024-02-15 23:15:58.512766+00:00 ,           ,2024-02-15 23:29:40.810503+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        336 ,                        13 ,                       0 ,                         299 ,                      100 ,             748
exp 21-3 ,aws-us-east-1c-4x-i3.2xlarge-spot-efs-20-09-50--15-02-2024  ,2024-02-15 23:15:58.524226+00:00 ,           ,2024-02-15 23:36:17.587226+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        336 ,                        12 ,                       0 ,                         285 ,                       95 ,             728
exp 21-5 ,aws-us-east-1c-4x-i3.2xlarge-spot-efs-20-09-50--15-02-2024  ,2024-02-15 23:15:58.546838+00:00 ,           ,2024-02-15 23:50:32.184042+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        336 ,                        13 ,                       0 ,                         336 ,                       95 ,             780
exp 16-4 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.399203+00:00 ,           ,2024-02-15 17:24:11.475856+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         281 ,                      116 ,             778
exp 16-5 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.404466+00:00 ,           ,2024-02-15 17:31:11.199975+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         286 ,                      117 ,             784
exp 17-1 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.409730+00:00 ,           ,2024-02-15 17:38:09.987974+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         288 ,                      115 ,             784
exp 17-2 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.415188+00:00 ,           ,2024-02-15 17:45:05.746006+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         283 ,                      116 ,             780
exp 17-3 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.420263+00:00 ,           ,2024-02-15 17:52:08.764193+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         289 ,                      118 ,             788
exp 17-4 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.425390+00:00 ,           ,2024-02-15 18:00:11.576091+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         348 ,                      119 ,             848
exp 17-5 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.430617+00:00 ,           ,2024-02-15 18:07:34.478742+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         306 ,                      120 ,             807
exp 16-3 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-13-49-05--15-02-2024 ,2024-02-15 16:55:16.393523+00:00 ,           ,2024-02-15 17:17:17.876108+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        369 ,                        12 ,                       0 ,                         285 ,                      118 ,             784
exp 22-2 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-15-48-29--15-02-2024  ,2024-02-15 18:54:51.190087+00:00 ,           ,2024-02-15 19:10:11.817928+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        379 ,                        13 ,                       0 ,                         307 ,                      133 ,             832
exp 22-3 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-15-48-29--15-02-2024  ,2024-02-15 18:54:51.194535+00:00 ,           ,2024-02-15 19:17:55.825546+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        379 ,                        13 ,                       0 ,                         315 ,                      132 ,             839
exp 22-4 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-15-48-29--15-02-2024  ,2024-02-15 18:54:51.198397+00:00 ,           ,2024-02-15 19:24:51.190193+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        379 ,                        13 ,                       0 ,                         314 ,                       85 ,             791
exp 22-5 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-15-48-29--15-02-2024  ,2024-02-15 18:54:51.202200+00:00 ,           ,2024-02-15 19:32:39.572642+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        379 ,                        13 ,                       0 ,                         315 ,                      137 ,             844
exp 22-1 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-15-48-29--15-02-2024  ,2024-02-15 18:54:51.182396+00:00 ,           ,2024-02-15 19:02:35.007988+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        379 ,                        13 ,                       0 ,                         312 ,                      135 ,             839
exp 18-3 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-17-25-41--15-02-2024 ,2024-02-15 20:38:07.708018+00:00 ,           ,2024-02-15 21:03:52.983283+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        380 ,                        12 ,                       0 ,                         293 ,                      122 ,             807
exp 18-1 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-17-25-41--15-02-2024 ,2024-02-15 20:38:07.651981+00:00 ,           ,2024-02-15 20:46:51.391601+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        380 ,                        13 ,                       0 ,                         384 ,                      123 ,             900
exp 18-2 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-17-25-41--15-02-2024 ,2024-02-15 20:38:07.690380+00:00 ,           ,2024-02-15 20:56:42.284831+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        380 ,                        12 ,                       0 ,                         453 ,                      121 ,             966
exp 18-4 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-17-25-41--15-02-2024 ,2024-02-15 20:38:07.720114+00:00 ,           ,2024-02-15 21:11:11.825049+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        380 ,                        13 ,                       0 ,                         301 ,                      121 ,             815
exp 18-5 ,aws-us-east-1c-8x-c6i.2xlarge-spot-efs-17-25-41--15-02-2024 ,2024-02-15 20:38:07.733567+00:00 ,           ,2024-02-15 21:21:29.005898+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        380 ,                        12 ,                       0 ,                         479 ,                      122 ,             993
exp 23-5 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-21-46-38--15-02-2024  ,2024-02-16 00:53:46.125453+00:00 ,           ,2024-02-16 01:34:24.343685+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        394 ,                        14 ,                       0 ,                         329 ,                      140 ,             877
exp 24-1 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-21-46-38--15-02-2024  ,2024-02-16 00:53:46.131795+00:00 ,           ,2024-02-16 01:42:23.605496+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        394 ,                        16 ,                       0 ,                         317 ,                      142 ,             869
exp 24-2 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-21-46-38--15-02-2024  ,2024-02-16 00:53:46.138857+00:00 ,           ,2024-02-16 01:50:13.428001+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        394 ,                        15 ,                       0 ,                         311 ,                      141 ,             861
exp 24-3 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-21-46-38--15-02-2024  ,2024-02-16 00:53:46.144146+00:00 ,           ,2024-02-16 01:57:56.515318+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        394 ,                        13 ,                       0 ,                         306 ,                      140 ,             853
exp 24-4 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-21-46-38--15-02-2024  ,2024-02-16 00:53:46.150619+00:00 ,           ,2024-02-16 02:05:39.862381+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        394 ,                        13 ,                       0 ,                         307 ,                      139 ,             853
exp 24-5 ,aws-us-east-1c-8x-i3.2xlarge-spot-efs-21-46-38--15-02-2024  ,2024-02-16 00:53:46.157287+00:00 ,           ,2024-02-16 02:13:26.368307+00:00 ,                        0 ,                      3 ,SCR                              ,SCR                       ,True                        ,                        394 ,                        13 ,                       0 ,                         310 ,                      140 ,             857
