label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,426.6,26.28307440159921,6.161058228222974
tempo não idle,130.79729001599998,3.5637334645606598,2.7246233191258935
SCR_Init,11.32174,0.2716240839837292,2.3991372702758516
SCR_Have_restart,0.0008523236,2.4477333694665365e-05,2.8718357317180194
SCR_Start_restart,0.00045653480000000003,1.4153945658366795e-05,3.100299398505173
SCR_Route_file,0.0007394334,5.180184195566777e-06,0.7005612940349701
SCR_Complete_restart,0.002467988,0.0006630252942158391,26.865012885631497
SCR_Need_checkpoint,1.58437e-05,3.3070279708523804e-07,2.0872826239151085
SCR_Start_output,17.689780000000003,0.36739641669455536,2.076885165867271
SCR_Complete_output,1.933388,0.06370019246438745,3.2947443795237916
SCR_Finalize,18.882839999999998,0.4072626277968564,2.1567869441082825
