label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,429.2,2.3874672772626644,0.556259850247592
tempo não idle,139.796931738,0.8367255220503781,0.5985292464204612
SCR_Init,12.61364,0.16275997050872149,1.2903489437523308
SCR_Have_restart,0.00127909,5.224393744732492e-05,4.0844614098558285
SCR_Start_restart,0.0006239917999999999,5.0069861730386285e-05,8.02412174813616
SCR_Route_file,0.000780144,7.1365460483345945e-06,0.9147729199140922
SCR_Complete_restart,0.00196219,0.00016845015419998874,8.584803418628612
SCR_Need_checkpoint,1.121966e-05,2.41784248866629e-07,2.155005132656685
SCR_Start_output,17.5148,0.3771817333859115,2.1535029425737746
SCR_Complete_output,5.408406,0.05377371969652068,0.994261889668059
SCR_Finalize,18.675780000000003,0.3150408259257837,1.6868951440088908
