label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,402.4,29.888124732073774,7.427466384710183
tempo não idle,101.196649764,0.8365572054800341,0.8266649216460855
SCR_Init,5.999312000000001,0.3367429266814675,5.613025738309116
SCR_Have_restart,0.001402706,0.00014782919748818229,10.538858284500265
SCR_Start_restart,0.0006051666,5.6102805351426036e-05,9.270638093944054
SCR_Route_file,0.001144502,1.3616689024869429e-05,1.189747944946311
SCR_Complete_restart,0.0030383020000000005,0.0005676061428666889,18.681689406342382
SCR_Need_checkpoint,0.000195788,3.653389727362798e-06,1.8659926692967894
SCR_Start_output,7.560346,0.25235329347959773,3.337853763301279
SCR_Complete_output,3.2095019999999996,0.05921141376457753,1.8448785439167055
SCR_Finalize,9.068898,0.18749709629751596,2.067473868352207
