label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,490.2,33.988233257996804,6.9335441162784175
tempo não idle,168.79599214,2.682902392071937,1.5894348900456876
SCR_Init,14.2086,0.6010894276228791,4.230462027383973
SCR_Have_restart,0.0045347,0.0032020025614215237,70.6111222665562
SCR_Start_restart,0.0037623658000000004,0.004907993789131583,130.4496705007148
SCR_Route_file,0.001753836,0.0006724143747942931,38.339638073017845
SCR_Complete_restart,0.033846680000000004,0.010837110105881549,32.018236665698225
SCR_Need_checkpoint,1.483968e-05,2.3478916003512595e-06,15.821713139038438
SCR_Start_output,18.225299999999997,0.4125789863771544,2.2637706176422583
SCR_Complete_output,10.481926000000001,0.5611494737411772,5.353495853158829
SCR_Finalize,19.28654,0.08370787298695428,0.43402224031347403
