label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,460.4,57.62204439274955,12.515648217365237
tempo não idle,133.79698691200002,1.3038702259494066,0.9745138930572321
SCR_Init,11.66554,0.22179612936207874,1.9012932908556204
SCR_Have_restart,0.0013078920000000002,0.000170110075892053,13.006431409631142
SCR_Start_restart,0.0007084014,5.3379607986571073e-05,7.535220566556061
SCR_Route_file,0.0007794128,3.5470702276667903e-06,0.45509519829117384
SCR_Complete_restart,0.0018293419999999999,0.0003076371578174523,16.816820354939225
SCR_Need_checkpoint,1.135334e-05,2.5478910494760154e-07,2.2441775279133855
SCR_Start_output,17.34562,0.6001859811758348,3.46015870966754
SCR_Complete_output,2.566998,0.028414451780740056,1.10691367039398
SCR_Finalize,18.66538,0.22560735138731544,1.2086941245627758
