label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,437.0,53.58637886627534,12.262329260017239
tempo não idle,98.794131364,4.495012486046429,4.549878038286377
SCR_Init,6.295229999999999,0.20500580040574462,3.2565259792850245
SCR_Have_restart,0.0008471991999999999,3.8482323633065634e-05,4.542299335630349
SCR_Start_restart,0.00048351179999999995,7.366986073490299e-05,15.236414237440119
SCR_Route_file,0.0007647022,4.778945490377554e-07,0.06249420350010179
SCR_Complete_restart,0.00232203,0.0003920578442015922,16.884271271326906
SCR_Need_checkpoint,1.05511e-05,9.226976752978206e-08,0.8745037724008119
SCR_Start_output,8.26676,0.24653861330428536,2.982288264135954
SCR_Complete_output,5.201722,0.10491894047310983,2.017003993545019
SCR_Finalize,9.143002000000001,0.13614319123628646,1.4890425621287893
