label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,410.4,20.06987792688336,4.890321132281521
tempo não idle,108.395343456,2.701351628332295,2.4921288518531535
SCR_Init,6.554826,0.44121323023001024,6.731120402433417
SCR_Have_restart,0.0012905339999999999,0.00013843631199941724,10.727056551738835
SCR_Start_restart,0.0006342588,9.577850545764432e-05,15.100855590437897
SCR_Route_file,0.001168124,1.1873025309498901e-05,1.016418232096841
SCR_Complete_restart,0.0036634620000000006,0.0015048478669852313,41.07720694210097
SCR_Need_checkpoint,0.0001987262,7.551763747628766e-06,3.8000846127127508
SCR_Start_output,7.704412,0.2328636450157045,3.022471345194215
SCR_Complete_output,6.29018,0.09740671075444463,1.5485520407117859
SCR_Finalize,9.271038,0.14708850709691804,1.586537635774096
