label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,379.4,16.592166826548002,4.373264846217186
tempo não idle,104.79657747799999,2.0494506859193073,1.9556465823986953
SCR_Init,6.518044000000001,0.20932267992264977,3.2114339811552326
SCR_Have_restart,0.0019039260000000002,0.00076739992632916,40.30618450134931
SCR_Start_restart,0.0008583198,0.0004905710885877805,57.154814392931456
SCR_Route_file,0.0010788072,0.0001680689693837027,15.579147912963753
SCR_Complete_restart,0.015412770000000001,0.008689731547677408,56.38007670053732
SCR_Need_checkpoint,1.32364e-05,1.596083223080802e-06,12.058287926330438
SCR_Start_output,7.822661999999999,0.34953725126229374,4.468264783296195
SCR_Complete_output,4.804924,0.3275776995309662,6.817541745321387
SCR_Finalize,9.347562,0.29971505204110094,3.2063446280548975
