label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,432.4,28.032124428947586,6.482914992818591
tempo não idle,129.597194936,2.073692854222673,1.6001062794968217
SCR_Init,10.876098000000002,0.7403851913159796,6.807452372312013
SCR_Have_restart,0.0008500620000000001,1.8366913281768384e-05,2.16065572649623
SCR_Start_restart,0.00045524959999999995,2.4547042333038812e-05,5.391996463706682
SCR_Route_file,0.000736976,6.797940570496329e-06,0.9224100337726506
SCR_Complete_restart,0.003001974,0.0007962934380490649,26.525660716883788
SCR_Need_checkpoint,1.501016e-05,3.059935097350928e-07,2.038575936133211
SCR_Start_output,17.42496,0.27909850053341356,1.6017167358399307
SCR_Complete_output,2.31642,0.10776990651383166,4.652433777718707
SCR_Finalize,18.811019999999996,0.3857163815551531,2.0504809497579246
