label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,464.6,6.6932802122726045,1.4406543719915206
tempo não idle,154.39613810400002,2.5099293415654254,1.6256425661856624
SCR_Init,12.93238,0.21127843477269528,1.6337165685874935
SCR_Have_restart,0.001595974,8.478680516448298e-05,5.312543009126902
SCR_Start_restart,0.0008700522,6.487726442444996e-05,7.4567094278308765
SCR_Route_file,0.00115753,6.5746977116823195e-06,0.5679937203944883
SCR_Complete_restart,0.00486633,0.001392533072587506,28.615672849714382
SCR_Need_checkpoint,0.0002146274,7.973912922775117e-06,3.7152352974387783
SCR_Start_output,17.50544,0.24029740531266724,1.3727013163489021
SCR_Complete_output,6.649012000000001,0.20138978752657732,3.028867860767544
SCR_Finalize,18.903060000000004,0.3198829676616116,1.6922284945485628
