label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,485.4,68.65347769778309,14.143691326284115
tempo não idle,91.19443073,2.9495107474642235,3.2343101698796293
SCR_Init,5.40079,0.13074133470329882,2.4207816764454613
SCR_Have_restart,0.0006527808,5.379139296114202e-05,8.240345451511752
SCR_Start_restart,0.000317078,4.533019274721871e-05,14.296227662347658
SCR_Route_file,0.0007412074,2.226034602830781e-05,3.0032546933972606
SCR_Complete_restart,0.0017405619999999998,0.0005915472177434359,33.985989453029305
SCR_Need_checkpoint,1.3810100000000002e-05,5.174260623509414e-07,3.7467220537935377
SCR_Start_output,8.187090000000001,0.1840024820484772,2.2474711044886178
SCR_Complete_output,2.199626,0.03320363278317604,1.5095126527498786
SCR_Finalize,9.364792,0.2171468924944588,2.3187583076533764
