label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,468.8,50.3110325872964,10.731875551897696
tempo não idle,143.7909005,23.580453436222907,16.399127729381533
SCR_Init,12.038640000000001,0.7568113324997184,6.286518514547478
SCR_Have_restart,0.0048009260000000005,0.003127278389299552,65.13906669879002
SCR_Start_restart,0.0018428569999999998,0.000859240125064001,46.62543675738275
SCR_Route_file,0.0011093143999999998,0.0003531859385236054,31.8382181393846
SCR_Complete_restart,0.02449494,0.007848232805096955,32.04022057248131
SCR_Need_checkpoint,1.5677156e-05,6.471347939856116e-06,41.27883871192017
SCR_Start_output,14.7805074,7.929484001328447,53.648252977624075
SCR_Complete_output,4.144094,1.1423291752073919,27.5652332019349
SCR_Finalize,15.11431662,8.435152548366041,55.809023725255535
