label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,443.6,47.55312818311746,10.719821502055334
tempo não idle,111.796381894,11.210986576199378,10.028040609426073
SCR_Init,7.106184000000001,0.7269527826000806,10.229861520614728
SCR_Have_restart,0.0048512846,0.003731894254331277,76.92589823180599
SCR_Start_restart,0.0019278010000000003,0.0019380196494870737,100.53006765154046
SCR_Route_file,0.0012830222,0.0002115651844803393,16.48959655416245
SCR_Complete_restart,0.025761368,0.02094098405362365,81.28832309535599
SCR_Need_checkpoint,1.3555720000000001e-05,8.053403764868616e-07,5.940963493542663
SCR_Start_output,7.473742,0.6967211786791037,9.322253546872554
SCR_Complete_output,4.735583999999999,0.4738004047381132,10.005110346223681
SCR_Finalize,9.387796,0.2424542848249957,2.582653956530326
