label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,471.0,77.42092740338364,16.437564204540053
tempo não idle,94.194945732,5.760893875623316,6.115926741986772
SCR_Init,5.467828,0.413479824562215,7.562048853076853
SCR_Have_restart,0.0008964439999999999,0.00016666605803972206,18.591909593875588
SCR_Start_restart,0.000479,8.48443663391978e-05,17.71281134430017
SCR_Route_file,0.0007731856,1.0843449395833408e-05,1.4024380945316892
SCR_Complete_restart,0.001814274,0.0005591607504376538,30.820082878201077
SCR_Need_checkpoint,1.10729e-05,2.1687580547400826e-07,1.9586179363491791
SCR_Start_output,8.229271999999998,0.1580036549260814,1.9200198380376956
SCR_Complete_output,2.313532,0.09060741123109084,3.9164105459138168
SCR_Finalize,9.318378000000001,0.17650757029090855,1.8941877040286252
