label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,483.2,31.68911485037094,6.558177742212529
tempo não idle,150.396073284,2.3022832105922393,1.5308133785146965
SCR_Init,11.90162,0.43856620024803566,3.68492860844184
SCR_Have_restart,0.001824784,0.0003575057756596389,19.5916763660597
SCR_Start_restart,0.000911577,5.2092769051951924e-05,5.7145769421510115
SCR_Route_file,0.001159118,9.04856728990839e-06,0.780642461760441
SCR_Complete_restart,0.004762377999999999,0.001474370819865206,30.95871054051581
SCR_Need_checkpoint,0.00021229320000000002,2.906409417133106e-06,1.3690544101898252
SCR_Start_output,17.52032,0.3353002341186182,1.9137791668109838
SCR_Complete_output,3.5613639999999998,0.13455164800179897,3.7780931126893793
SCR_Finalize,18.94016,0.3417004653201401,1.8041054844317057
