label,media,desvio_padrao,porcentagem_desvio_padrao
tempo total,516.2,84.86283049722064,16.439912920809885
tempo não idle,134.196091222,1.0954814839738578,0.8163289064519826
SCR_Init,12.29196,0.22632704875909102,1.8412608628655724
SCR_Have_restart,0.0007656742,1.3911948738404696e-05,1.8169540959333221
SCR_Start_restart,0.00042277419999999996,2.4209560522653037e-05,5.726357124595834
SCR_Route_file,0.0007524332,9.125906130352196e-06,1.2128526665692312
SCR_Complete_restart,0.002662602,0.0004811266392749418,18.069791853042318
SCR_Need_checkpoint,1.5251899999999999e-05,6.766636017992988e-07,4.436585617525022
SCR_Start_output,17.30684,0.37718249959402905,2.179383986874721
SCR_Complete_output,4.7371479999999995,0.11719560836481899,2.473969746455441
SCR_Finalize,18.754179999999998,0.17752873570213912,0.9466088930688472
